ts,run_id,status,gate,strategy,symbol,interval,total_candles,in_sample_trades,in_sample_avg_net_pct,in_sample_max_drawdown_pct,walk_forward_trades,walk_forward_avg_net_pct,walk_forward_max_drawdown_pct,champion_claim_allowed,live_orders,api_keys,claim_level
2026-06-25T16:46:10+00:00,BT20260625T164610Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,267,15,-0.3805,5.5597,6,-0.3529,2.0996,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T16:47:28+00:00,BT20260625T164727Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,269,15,-0.3805,5.5597,5,-0.3332,1.656,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T16:48:49+00:00,BT20260625T164848Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,270,16,-0.3771,5.8672,5,-0.3332,1.656,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T16:50:09+00:00,BT20260625T165009Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,271,16,-0.3771,5.8672,6,-0.3293,1.9604,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T16:51:31+00:00,BT20260625T165131Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,273,16,-0.3849,5.9857,6,-0.3242,1.9306,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T16:52:48+00:00,BT20260625T165248Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,274,16,-0.3849,5.9857,6,-0.3382,2.0133,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T16:54:06+00:00,BT20260625T165406Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,275,16,-0.3849,5.9857,6,-0.3382,2.0133,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T16:55:26+00:00,BT20260625T165526Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,277,16,-0.3849,5.9857,6,-0.3382,2.0133,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T16:56:44+00:00,BT20260625T165644Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,278,16,-0.3849,5.9857,6,-0.3382,2.0133,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T16:58:02+00:00,BT20260625T165802Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,279,16,-0.3849,5.9857,6,-0.3382,2.0133,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T16:59:19+00:00,BT20260625T165919Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,281,16,-0.3849,5.9857,6,-0.3382,2.0133,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:00:40+00:00,BT20260625T170039Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,282,16,-0.3849,5.9857,7,-0.3346,2.3199,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:01:59+00:00,BT20260625T170159Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,283,16,-0.3849,5.9857,6,-0.3056,1.8204,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:03:17+00:00,BT20260625T170317Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,285,17,-0.3968,6.5367,6,-0.3056,1.8204,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:04:35+00:00,BT20260625T170435Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,286,17,-0.3968,6.5367,6,-0.3056,1.8204,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:05:56+00:00,BT20260625T170556Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,287,17,-0.3968,6.5367,6,-0.3056,1.8204,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:07:14+00:00,BT20260625T170713Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,288,17,-0.3968,6.5367,6,-0.3056,1.8204,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:08:32+00:00,BT20260625T170832Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,290,17,-0.3968,6.5367,6,-0.3056,1.8204,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:09:50+00:00,BT20260625T170950Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,291,17,-0.3968,6.5367,6,-0.3056,1.8204,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:11:11+00:00,BT20260625T171110Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,292,17,-0.3968,6.5367,7,-0.2964,2.057,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:12:32+00:00,BT20260625T171232Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,294,17,-0.3968,6.5367,7,-0.2877,1.9974,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:13:51+00:00,BT20260625T171351Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,295,17,-0.3968,6.5367,7,-0.2752,1.9113,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:15:11+00:00,BT20260625T171511Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,296,17,-0.3968,6.5367,7,-0.2804,1.9475,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:16:29+00:00,BT20260625T171629Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,298,18,-0.3927,6.8388,8,-0.2948,2.3349,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:17:47+00:00,BT20260625T171746Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,299,18,-0.3926,6.8374,8,-0.3123,2.4723,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:19:05+00:00,BT20260625T171905Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,300,18,-0.391,6.811,7,-0.2933,2.0362,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:20:25+00:00,BT20260625T172025Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,302,18,-0.3963,6.9,7,-0.2933,2.0362,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:21:42+00:00,BT20260625T172142Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,303,18,-0.3963,6.9,7,-0.2949,2.0471,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:23:00+00:00,BT20260625T172300Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,304,18,-0.3963,6.9,7,-0.2949,2.0471,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:24:18+00:00,BT20260625T172417Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,306,19,-0.3983,7.3033,6,-0.27,1.6101,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:25:36+00:00,BT20260625T172536Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,307,19,-0.3983,7.3033,6,-0.27,1.6101,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:26:57+00:00,BT20260625T172657Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,308,19,-0.3983,7.3033,6,-0.27,1.6101,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:28:15+00:00,BT20260625T172815Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,309,19,-0.3983,7.3033,6,-0.27,1.6101,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:29:33+00:00,BT20260625T172933Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,311,19,-0.3983,7.3033,7,-0.3146,2.1823,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:30:52+00:00,BT20260625T173052Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,312,20,-0.396,7.6308,8,-0.3202,2.5344,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:32:10+00:00,BT20260625T173210Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,313,20,-0.3888,7.4968,8,-0.331,2.6187,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:33:29+00:00,BT20260625T173329Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,315,20,-0.384,7.4085,7,-0.3242,2.2486,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:34:46+00:00,BT20260625T173446Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,316,20,-0.3893,7.5062,7,-0.3242,2.2486,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:36:04+00:00,BT20260625T173603Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,317,20,-0.3893,7.5062,7,-0.3242,2.2486,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:37:24+00:00,BT20260625T173724Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,319,20,-0.3893,7.5062,8,-0.3374,2.6687,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:38:43+00:00,BT20260625T173843Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,320,20,-0.3893,7.5062,8,-0.3157,2.4991,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:40:01+00:00,BT20260625T174001Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,321,20,-0.3893,7.5062,8,-0.3291,2.6032,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:41:21+00:00,BT20260625T174120Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,323,20,-0.3893,7.5062,8,-0.3291,2.6032,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:42:41+00:00,BT20260625T174241Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,324,20,-0.3893,7.5062,8,-0.3291,2.6032,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:43:59+00:00,BT20260625T174359Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,325,20,-0.3893,7.5062,8,-0.3291,2.6032,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:45:17+00:00,BT20260625T174517Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,327,20,-0.3893,7.5062,8,-0.3641,2.8763,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:46:35+00:00,BT20260625T174635Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,328,21,-0.39,7.8806,8,-0.3641,2.8763,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:47:54+00:00,BT20260625T174754Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,329,21,-0.3741,7.5707,8,-0.3781,2.9853,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:49:13+00:00,BT20260625T174912Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,330,21,-0.3741,7.5707,8,-0.3781,2.9853,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:50:31+00:00,BT20260625T175031Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,332,21,-0.3558,7.5062,7,-0.3704,2.5649,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:51:52+00:00,BT20260625T175151Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,333,21,-0.3726,7.5426,8,-0.3809,3.0073,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:53:09+00:00,BT20260625T175309Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,334,21,-0.3726,7.5426,8,-0.3809,3.0073,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:54:28+00:00,BT20260625T175427Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,336,21,-0.3726,7.5426,9,-0.3644,3.2327,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:55:48+00:00,BT20260625T175548Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,337,21,-0.3726,7.5426,9,-0.37,3.2816,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:57:06+00:00,BT20260625T175706Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,338,21,-0.3726,7.5426,9,-0.37,3.2816,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:58:24+00:00,BT20260625T175824Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,340,21,-0.3726,7.5426,9,-0.37,3.2816,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T17:59:42+00:00,BT20260625T175942Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,341,21,-0.3726,7.5426,9,-0.37,3.2816,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:01:00+00:00,BT20260625T180100Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,342,21,-0.3726,7.5426,10,-0.3599,3.5414,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:02:23+00:00,BT20260625T180222Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,344,21,-0.3726,7.5426,10,-0.3523,3.4681,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:03:40+00:00,BT20260625T180340Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,345,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:04:58+00:00,BT20260625T180458Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,346,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:06:17+00:00,BT20260625T180617Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,348,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:07:35+00:00,BT20260625T180735Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,349,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:08:55+00:00,BT20260625T180855Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,350,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:10:13+00:00,BT20260625T181013Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,351,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:11:32+00:00,BT20260625T181131Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,353,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:12:56+00:00,BT20260625T181255Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,354,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:14:14+00:00,BT20260625T181414Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,355,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:15:33+00:00,BT20260625T181532Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,357,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:16:50+00:00,BT20260625T181650Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,358,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:18:07+00:00,BT20260625T181807Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,359,21,-0.3726,7.5426,10,-0.3699,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:19:27+00:00,BT20260625T181927Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,361,21,-0.3726,7.5426,11,-0.3341,3.6386,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:20:44+00:00,BT20260625T182044Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,362,21,-0.3726,7.5426,11,-0.3384,3.6614,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:22:02+00:00,BT20260625T182202Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,363,21,-0.3726,7.5426,11,-0.3455,3.7359,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:23:21+00:00,BT20260625T182320Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,365,21,-0.3726,7.5426,11,-0.3455,3.7359,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:24:40+00:00,BT20260625T182440Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,366,21,-0.3726,7.5426,11,-0.3455,3.7359,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:25:58+00:00,BT20260625T182558Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,367,21,-0.3726,7.5426,11,-0.3455,3.7359,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
2026-06-25T18:27:15+00:00,BT20260625T182715Z,BACKTEST_WALK_FORWARD_RECORDED,WALK_FORWARD_RECORDED_EDGE_NOT_PROVEN,Bali MA Momentum Probe V015A,BTCUSDT,1m,368,21,-0.3726,7.5426,11,-0.3455,3.7359,False,OFF,NONE,BACKTEST_GATE_ONLY_NOT_PROFIT_PROOF
